Id ;Facility Name;VAMC System Health Service;Facility description of services;Owner
vha_619 - Ophthalmology;'Central Alabama VA Medical Center-Montgomery';'Ophthalmology at VA Central Alabama health care';'';'VA Central Alabama health care'
vha_619 - Optometry;'Central Alabama VA Medical Center-Montgomery';'Optometry at VA Central Alabama health care';'';'VA Central Alabama health care'
vha_619 - Orthopedics;'Central Alabama VA Medical Center-Montgomery';'Orthopedics at VA Central Alabama health care';'';'VA Central Alabama health care'
vha_619 - Outpatient surgery;'Central Alabama VA Medical Center-Montgomery';'Outpatient surgery at VA Central Alabama health care';'';'VA Central Alabama health care'
vha_619 - Palliative and hospice care;'Central Alabama VA Medical Center-Montgomery';'Palliative and hospice care at VA Central Alabama health care';'';'VA Central Alabama health care'
vha_619 - Patient advocates;'Central Alabama VA Medical Center-Montgomery';'Patient advocates at VA Central Alabama health care';'';'VA Central Alabama health care'
vha_619 - Pharmacy;'Central Alabama VA Medical Center-Montgomery';'Pharmacy at VA Central Alabama health care';'';'VA Central Alabama health care'
vha_619 - Physical medicine and rehabilitation;'Central Alabama VA Medical Center-Montgomery';'Physical medicine and rehabilitation at VA Central Alabama health care';'';'VA Central Alabama health care'
vha_619 - Podiatry;'Central Alabama VA Medical Center-Montgomery';'Podiatry at VA Central Alabama health care';'';'VA Central Alabama health care'
vha_619 - Primary care;'Central Alabama VA Medical Center-Montgomery';'Primary care at VA Central Alabama health care';'';'VA Central Alabama health care'
vha_619 - PTSD care;'Central Alabama VA Medical Center-Montgomery';'PTSD care at VA Central Alabama health care';'';'VA Central Alabama health care'
vha_619 - Pulmonary medicine;'Central Alabama VA Medical Center-Montgomery';'Pulmonary medicine at VA Central Alabama health care';'';'VA Central Alabama health care'
vha_619 - Radiation oncology;'Central Alabama VA Medical Center-Montgomery';'Radiation oncology at VA Central Alabama health care';'';'VA Central Alabama health care'
vha_619 - Returning service member care;'Central Alabama VA Medical Center-Montgomery';'Returning service member care at VA Central Alabama health care';'';'VA Central Alabama health care'
vha_619 - Social work;'Central Alabama VA Medical Center-Montgomery';'Social work at VA Central Alabama health care';'';'VA Central Alabama health care'
vha_619 - Spinal cord injury and disorders;'Central Alabama VA Medical Center-Montgomery';'Spinal cord injury and disorders at VA Central Alabama health care';'';'VA Central Alabama health care'
vha_619 - Critical care;'Central Alabama VA Medical Center-Montgomery';'Critical care at VA Central Alabama health care';'';'VA Central Alabama health care'
vha_619 - Suicide prevention;'Central Alabama VA Medical Center-Montgomery';'Suicide prevention at VA Central Alabama health care';'';'VA Central Alabama health care'
vha_619 - Urology;'Central Alabama VA Medical Center-Montgomery';'Urology at VA Central Alabama health care';'';'VA Central Alabama health care'
vha_619 - Women Veteran care;'Central Alabama VA Medical Center-Montgomery';'Women Veteran care at VA Central Alabama health care';'';'VA Central Alabama health care'
vha_619A4 - Audiology and speech;'Central Alabama VA Medical Center-Tuskegee';'Audiology and speech at VA Central Alabama health care';'';'VA Central Alabama health care'
vha_619A4 - Cardiology;'Central Alabama VA Medical Center-Tuskegee';'Cardiology at VA Central Alabama health care';'';'VA Central Alabama health care'
vha_619A4 - Dermatology;'Central Alabama VA Medical Center-Tuskegee';'Dermatology at VA Central Alabama health care';'';'VA Central Alabama health care'
vha_619A4 - Gastroenterology;'Central Alabama VA Medical Center-Tuskegee';'Gastroenterology at VA Central Alabama health care';'';'VA Central Alabama health care'
vha_619A4 - Surgery;'Central Alabama VA Medical Center-Tuskegee';'Surgery at VA Central Alabama health care';'';'VA Central Alabama health care'
vha_619A4 - Gynecology;'Central Alabama VA Medical Center-Tuskegee';'Gynecology at VA Central Alabama health care';'';'VA Central Alabama health care'
vha_619A4 - Nephrology;'Central Alabama VA Medical Center-Tuskegee';'Nephrology at VA Central Alabama health care';'';'VA Central Alabama health care'
vha_619A4 - Hematology/oncology;'Central Alabama VA Medical Center-Tuskegee';'Hematology/oncology at VA Central Alabama health care';'';'VA Central Alabama health care'
vha_619A4 - Ophthalmology;'Central Alabama VA Medical Center-Tuskegee';'Ophthalmology at VA Central Alabama health care';'';'VA Central Alabama health care'
vha_619A4 - Optometry;'Central Alabama VA Medical Center-Tuskegee';'Optometry at VA Central Alabama health care';'';'VA Central Alabama health care'
vha_619A4 - Podiatry;'Central Alabama VA Medical Center-Tuskegee';'Podiatry at VA Central Alabama health care';'';'VA Central Alabama health care'
vha_619A4 - Pulmonary medicine;'Central Alabama VA Medical Center-Tuskegee';'Pulmonary medicine at VA Central Alabama health care';'';'VA Central Alabama health care'
vha_619A4 - Radiation oncology;'Central Alabama VA Medical Center-Tuskegee';'Radiation oncology at VA Central Alabama health care';'';'VA Central Alabama health care'
vha_619A4 - Urology;'Central Alabama VA Medical Center-Tuskegee';'Urology at VA Central Alabama health care';'';'VA Central Alabama health care'
vha_619GF - Primary care;'Central Alabama Montgomery VA Clinic';'Primary care at VA Central Alabama health care';'';'VA Central Alabama health care'
vha_619GF - Dental/oral surgery;'Central Alabama Montgomery VA Clinic';'Dental/oral surgery at VA Central Alabama health care';'';'VA Central Alabama health care'
vha_619GF - Laboratory and pathology;'Central Alabama Montgomery VA Clinic';'Laboratory and pathology at VA Central Alabama health care';'';'VA Central Alabama health care'
vha_619GF - Mental health care;'Central Alabama Montgomery VA Clinic';'Mental health care at VA Central Alabama health care';'';'VA Central Alabama health care'
vha_619GF - Optometry;'Central Alabama Montgomery VA Clinic';'Optometry at VA Central Alabama health care';'';'VA Central Alabama health care'
vha_619GF - Pharmacy;'Central Alabama Montgomery VA Clinic';'Pharmacy at VA Central Alabama health care';'';'VA Central Alabama health care'
vha_619GF - Rehabilitation and prosthetics;'Central Alabama Montgomery VA Clinic';'Rehabilitation and prosthetics at VA Central Alabama health care';'';'VA Central Alabama health care'
vha_619GF - Radiology;'Central Alabama Montgomery VA Clinic';'Radiology at VA Central Alabama health care';'';'VA Central Alabama health care'
vha_619GF - Women Veteran care;'Central Alabama Montgomery VA Clinic';'Women Veteran care at VA Central Alabama health care';'';'VA Central Alabama health care'
vha_619GA - Laboratory and pathology;'Columbus VA Clinic';'Laboratory and pathology at VA Central Alabama health care';'';'VA Central Alabama health care'
vha_619GA - Mental health care;'Columbus VA Clinic';'Mental health care at VA Central Alabama health care';'';'VA Central Alabama health care'
vha_619GA - My HealtheVet coordinator;'Columbus VA Clinic';'My HealtheVet coordinator at VA Central Alabama health care';'';'VA Central Alabama health care'
vha_619GA - Primary care;'Columbus VA Clinic';'Primary care at VA Central Alabama health care';'';'VA Central Alabama health care'
vha_619GA - Pharmacy;'Columbus VA Clinic';'Pharmacy at VA Central Alabama health care';'';'VA Central Alabama health care'
vha_619GB - Laboratory and pathology;'Dothan 1 VA Clinic';'Laboratory and pathology at VA Central Alabama health care';'';'VA Central Alabama health care'
vha_619GB - Mental health care;'Dothan 1 VA Clinic';'Mental health care at VA Central Alabama health care';'';'VA Central Alabama health care'
vha_619GB - My HealtheVet coordinator;'Dothan 1 VA Clinic';'My HealtheVet coordinator at VA Central Alabama health care';'';'VA Central Alabama health care'
vha_619GB - Primary care;'Dothan 1 VA Clinic';'Primary care at VA Central Alabama health care';'';'VA Central Alabama health care'
vha_619GB - Pharmacy;'Dothan 1 VA Clinic';'Pharmacy at VA Central Alabama health care';'';'VA Central Alabama health care'
vha_619GE - Laboratory and pathology;'Monroe County VA Clinic';'Laboratory and pathology at VA Central Alabama health care';'';'VA Central Alabama health care'
vha_619GE - Mental health care;'Monroe County VA Clinic';'Mental health care at VA Central Alabama health care';'';'VA Central Alabama health care'
vha_619GE - Telehealth;'Monroe County VA Clinic';'Telehealth at VA Central Alabama health care';'';'VA Central Alabama health care'
vha_619GE - My HealtheVet coordinator;'Monroe County VA Clinic';'My HealtheVet coordinator at VA Central Alabama health care';'';'VA Central Alabama health care'
vha_619GE - Primary care;'Monroe County VA Clinic';'Primary care at VA Central Alabama health care';'';'VA Central Alabama health care'
vha_619GE - Pharmacy;'Monroe County VA Clinic';'Pharmacy at VA Central Alabama health care';'';'VA Central Alabama health care'
vha_619GD - Laboratory and pathology;'Wiregrass VA Clinic';'Laboratory and pathology at VA Central Alabama health care';'';'VA Central Alabama health care'
vha_619GD - My HealtheVet coordinator;'Wiregrass VA Clinic';'My HealtheVet coordinator at VA Central Alabama health care';'';'VA Central Alabama health care'
vha_619GD - Optometry;'Wiregrass VA Clinic';'Optometry at VA Central Alabama health care';'';'VA Central Alabama health care'
vha_619GD - Primary care;'Wiregrass VA Clinic';'Primary care at VA Central Alabama health care';'';'VA Central Alabama health care'
vha_619GD - Pharmacy;'Wiregrass VA Clinic';'Pharmacy at VA Central Alabama health care';'';'VA Central Alabama health care'
vha_619QB - Gynecology;'Fort Benning VA Clinic';'Gynecology at VA Central Alabama health care';'';'VA Central Alabama health care'
vha_619QB - Mental health care;'Fort Benning VA Clinic';'Mental health care at VA Central Alabama health care';'';'VA Central Alabama health care'
vha_619QB - Ophthalmology;'Fort Benning VA Clinic';'Ophthalmology at VA Central Alabama health care';'';'VA Central Alabama health care'
vha_619QB - Optometry;'Fort Benning VA Clinic';'Optometry at VA Central Alabama health care';'';'VA Central Alabama health care'
vha_619QB - Primary care;'Fort Benning VA Clinic';'Primary care at VA Central Alabama health care';'';'VA Central Alabama health care'
vha_619QB - Women Veteran care;'Fort Benning VA Clinic';'Women Veteran care at VA Central Alabama health care';'';'VA Central Alabama health care'
vha_619QA - Laboratory and pathology;'Dothan 2 VA Clinic';'Laboratory and pathology at VA Central Alabama health care';'';'VA Central Alabama health care'
vha_619QA - Urgent care;'Dothan 2 VA Clinic';'Urgent care at VA Central Alabama health care';'';'VA Central Alabama health care'
vha_534 - Anesthesia;'Ralph H. Johnson Department of Veterans Affairs Medical Center';'Anesthesia at VA Charleston health care';'';'VA Charleston health care'
vha_534 - Audiology and speech;'Ralph H. Johnson Department of Veterans Affairs Medical Center';'Audiology and speech at VA Charleston health care';'';'VA Charleston health care'
vha_534 - Bariatric surgery;'Ralph H. Johnson Department of Veterans Affairs Medical Center';'Bariatric surgery at VA Charleston health care';'';'VA Charleston health care'
vha_534 - Caregiver support;'Ralph H. Johnson Department of Veterans Affairs Medical Center';'Caregiver support at VA Charleston health care';'';'VA Charleston health care'
vha_534 - Extended care and rehabilitation;'Ralph H. Johnson Department of Veterans Affairs Medical Center';'Extended care and rehabilitation at VA Charleston health care';'';'VA Charleston health care'
vha_534 - Geriatrics;'Ralph H. Johnson Department of Veterans Affairs Medical Center';'Geriatrics at VA Charleston health care';'';'VA Charleston health care'
vha_534 - Primary care;'Ralph H. Johnson Department of Veterans Affairs Medical Center';'Primary care at VA Charleston health care';'';'VA Charleston health care'
vha_534 - Hematology/oncology;'Ralph H. Johnson Department of Veterans Affairs Medical Center';'Hematology/oncology at VA Charleston health care';'';'VA Charleston health care'
vha_534 - Homeless Veteran care;'Ralph H. Johnson Department of Veterans Affairs Medical Center';'Homeless Veteran care at VA Charleston health care';'';'VA Charleston health care'
vha_534 - Palliative and hospice care;'Ralph H. Johnson Department of Veterans Affairs Medical Center';'Palliative and hospice care at VA Charleston health care';'';'VA Charleston health care'
vha_534 - LGBT Veteran care;'Ralph H. Johnson Department of Veterans Affairs Medical Center';'LGBT Veteran care at VA Charleston health care';'';'VA Charleston health care'
vha_534 - Mental Health Care;'Ralph H. Johnson Department of Veterans Affairs Medical Center';'Mental Health Care at VA Charleston health care';'';'VA Charleston health care'
vha_534 - Minority Veteran care;'Ralph H. Johnson Department of Veterans Affairs Medical Center';'Minority Veteran care at VA Charleston health care';'';'VA Charleston health care'
vha_534 - MOVE! weight management;'Ralph H. Johnson Department of Veterans Affairs Medical Center';'MOVE! weight management at VA Charleston health care';'';'VA Charleston health care'
vha_534 - My HealtheVet coordinator;'Ralph H. Johnson Department of Veterans Affairs Medical Center';'My HealtheVet coordinator at VA Charleston health care';'';'VA Charleston health care'
vha_534 - Nutrition, food, and dietary care;'Ralph H. Johnson Department of Veterans Affairs Medical Center';'Nutrition, food, and dietary care at VA Charleston health care';'';'VA Charleston health care'
vha_534 - Cancer care;'Ralph H. Johnson Department of Veterans Affairs Medical Center';'Cancer care at VA Charleston health care';'';'VA Charleston health care'
