ID;Health Services;Full Upload;Health System;Owner
Rehabilitation and prosthetics at VA Spokane health care;Rehabilitation and prosthetics;'<H3>Care we provide at VA Spokane health care </H3><p>VA is the world''s largest and most comprehensive provider of sensory aides and prosthetic devices. Veterans enrolled in the VA health care system and referred by a physical medicine and rehabilitation physician can receive a full range of services and equipment like:<p><ul><li>Artificial limbs and surgical implants, including artificial joints and pacemakers</li><li>Wheelchairs and other medical devices</li><li>Aids for Veterans who are blind, have low vision, or are hearing impaired</li><li>Adaptive equipment and modifications to make your vehicle or home more accessible</li><li>Other devices and services to help increase your mobility, dignity, and independence</li><li>Clothing allowance for Veterans with devices that damage their clothing</li></ul>';VA Spokane health care;VA Spokane health care
Returning service member care at VA Spokane health care;Returning service member care;'<H3>Care we provide at VA Spokane health care </H3><p>We can help you readjust to civilian life if you''re returning from military service, on active duty, or an activated National Guard or Reserve member. Talk to one of our care coordinators about how to best use your health care benefits.<p><ul><li>Polytrauma care (if you have multiple traumatic injuries)</li><li>Counseling and rehabilitation</li><li>Mental and behavioral health services</li><li>Family benefits counseling and assistance</li><li>Referral assistance</li></ul><p>Learn more and connect with a coordinator';VA Spokane health care;VA Spokane health care
Rheumatology at VA Spokane health care;Rheumatology;<H3>Care we provide at VA Spokane health care </H3><p>Our doctors treat inflammation, stiffness, or pain in your muscles, joints, and tendons. Common rheumatic illnesses include:<p><ul><li>Juvenile idiopathic and infectious arthritis</li><li>Osteoarthritis and rheumatoid arthritis</li><li>Lupus, gout, and scleroderma</li></ul>;VA Spokane health care;VA Spokane health care
Sleep medicine at VA Spokane health care;Sleep medicine;'<H3>Care we provide at VA Spokane health care </H3><p>At various points in our lives, all of us suffer from a lack of sleep. But, if you are spending enough time in bed and still wake up tired or feel very sleepy during the day, you may have a sleep disorder. We can help. Our sleep specialists can:<p><ul><li>Diagnose and treat sleep apnea and other sleep disorders</li><li>Monitor your blood oxygen levels and heart rate</li><li>Study your brain waves during sleep</li><li>Evaluate possible causes for your excessive sleepiness</li><li>Conduct sleep tests performed at home or in the lab</li><li>Work with your doctors if you need surgery or dental appliances to help you get a good night''s sleep</li></ul>';VA Spokane health care;VA Spokane health care
Smoking and tobacco cessation at VA Spokane health care;Smoking and tobacco cessation;<H3>Care we provide at VA Spokane health care </H3><p>You can quit smoking or chewing tobacco. Our goal is to provide support and strategies to add to optional nicotine replacement therapy prescribed by your primary care doctor. These include:<p><ul><li>FDA-approved medications to manage nicotine withdrawal and the urge to smoke.</li><li>Counseling in person or by phone</li><li>Tobacco Cessation Quitline for individual counseling and strategies</li><li>SmokefreeVET text message program for daily advice and interactive support</li><li>Stay Quit Coach mobile app to help you quit smoking and stay smoke-free</li></ul><p><a href="https://www.mentalhealth.va.gov/quit-tobacco/how-to-quit.asp">Learn more about how to quit</a>;VA Spokane health care;VA Spokane health care
Social work at VA Spokane health care;Social work;<H3>Care we provide at VA Spokane health care </H3><p>Social work is integral to health care. We can help you and your family manage stress-related problems due to injury or illness, and find VA community resources to meet your needs like:<p><ul><li>Home health services</li><li>Legal services</li><li>Transportation</li><li>Community living</li></ul>;VA Spokane health care;VA Spokane health care
Suicide prevention at VA Spokane health care;Suicide prevention;<H3>Care we provide at VA Spokane health care </H3><p>We work with behavioral health providers and community organizations to help you and your family during times of crisis. We offer:<p><ul><li>Suicide prevention care coordinators</li><li>Suicide prevention case managers</li><li>Gun safety locks</li><li></li></ul><p>Learn more and connect with a care coordinator;VA Spokane health care;VA Spokane health care
Surgery at VA Spokane health care;Surgery;<H3>Care we provide at VA Spokane health care </H3><p>We provide a wide range of surgical services, like:<p><ul><li>General surgery</li><li>Anesthesia</li><li>Cardiac surgery (heart and major blood vessels)</li><li>Neurosurgery (brain, spinal column, and nerves)</li><li>Orthopedic surgery (bones, muscles, ligaments, joints, and tendons)</li><li>Organ and tissue transplants</li></ul>;VA Spokane health care;VA Spokane health care
Telehealth at VA Spokane health care;Telehealth;<H3>Care we provide at VA Spokane health care </H3><p>We use the latest in secure digital technology to set up remote visits with our health care providers. We offer video conferencing, home telehealth services, and store-and-forward telehealth that lets you securely send your health information to experts at VA facilities. We offer telehealth visits with providers in:<p><ul><li>Mental health</li><li>Retinal care (eye)</li><li>Bariatric surgery (visit remotely with your weight-loss surgery team before and after your operation)</li><li>Dermatology</li><li>Rehabilitation</li><li>Primary care</li></ul><p><a href="https://www.telehealth.va.gov/">Learn more about telehealth</a>;VA Spokane health care;VA Spokane health care
Travel reimbursement at VA Spokane health care;Travel reimbursement;'<H3>Care we provide at VA Spokane health care </H3><p>If you''re traveling for VA-approved care, we can repay you for the cost of using regular transportation that includes cars, planes, trains, buses, taxis, rideshare, or light rail. You may also be eligible for repayment when using ambulances, wheelchair vans, or ambulettes (non-emergency medical transportation).<p><ul><li>Round-trip transportation services between your home and our hospital and clinics (beneficiary travel)</li><li>Mileage reimbursement debit cards</li></ul><p><a href="https://www.va.gov/HealthBenefits/vtp/Beneficiary_Travel.asp">Learn more about  VA travel pay reimbursement</a>';VA Spokane health care;VA Spokane health care
Urgent care at VA Spokane health care;Urgent care;'<H3>Care we provide at VA Spokane health care </H3><p>Our urgent care clinic offers walk-in health care when you need help right away, but don''t have an emergency. Urgent care doesn''t replace your primary care doctor, but it can help when your doctor''s office is closed and you need to see a health care professional immediately. We treat medical conditions like:<p><ul><li>Colds, flu, and strep throat</li><li>Sinus, ear, and eye infections</li><li>Minor injuries and muscle strains</li><li>Rashes and skin infections</li></ul><p><a href="https://www.va.gov/communitycare/programs/veterans/Urgent_Care.asp">Learn more about VA urgent care</a>';VA Spokane health care;VA Spokane health care
