'ID';'Health Services';'Full Upload';'Health System';'Owner'
'Hospital medicine at VA Maryland health care';'Hospital medicine';'<H3>Care we provide at VA Maryland health care</H3><p>Special doctors called “hospitalists” oversee your care when you are admitted to the hospital for an illness or injury, or after you have surgery. Our hospitalists provide a range of services, like:<p><ul><li>Clear and timely communication with you and your family</li><li>Care coordination with your other doctors</li><li>Patient advocacy and assistance</li><li>Triage and bed flow coordination to improve patient care</li><li>Inpatient medical consultations</li></ul>';'VA Maryland health care';'VA Maryland health care'
'Laboratory and pathology at VA Maryland health care';'Laboratory and pathology';'<H3>Care we provide at VA Maryland health care</H3><p>Our laboratories provide a full range of clinical and diagnostic testing services. Our laboratory and pathology services include:<p><ul><li>Study of blood, urine, and other bodily fluids for illness management</li><li>Testing for infectious diseases</li><li>Cytopathology (study of unusual cells) and surgical pathology (study of tissue removed during surgery)</li><li>Autopsy services</li></ul>';'VA Maryland health care';'VA Maryland health care'
'LGBTQ+ Veteran care at VA Maryland health care';'LGBTQ+ Veteran care';'<H3>Care we provide at VA Maryland health care</H3><p>We promote the health, welfare, and dignity of lesbian, gay, bisexual, and transgender (LGBT) Veterans and their families. We focus on ensuring a safe, welcoming, and affirmative environment when providing you with sensitive and high-quality health care services like:<p><ul><li>Hormone therapy</li><li>Substance use and alcohol treatment</li><li>Testing and treatment for HIV and sexually transmitted infections (STI)</li><li>Mental health care</li><li>Psychosocial assessments for gender-confirming surgeries and hormone therapy</li></ul><p>Learn more and connect with a care coordinator';'VA Maryland health care';'VA Maryland health care'
'Mental health care at VA Maryland health care';'Mental health care';'<H3>Care we provide at VA Maryland health care</H3><p>Our medical center and clinics provide consultation, evaluation, and treatment for a range of issues that may impact your mental health or emotional well-being. Our confidential outpatient services include individual and group therapy for:<p><ul><li>Psychiatric disorders such as schizophrenia, bipolar disorder, and depression</li><li>Marriage and relationship problems</li><li>Post-traumatic stress disorder (PTSD)</li><li>Anxiety, addictive behaviors, and personality disorders</li><li>Aggressive or self-harming behaviors</li></ul><p>Learn more and connect with a care coordinator';'VA Maryland health care';'VA Maryland health care'
'Military sexual trauma care at VA Maryland health care';'Military sexual trauma care';'<H3>Care we provide at VA Maryland health care</H3><p>We offer care for military sexual trauma in our mental (behavioral) health clinics. Military sexual trauma refers to sexual assault, sexual harassment, or other threatening, offensive, or unwanted sexual advances, activities, or remarks that you experienced in the military. Our goal is to help you improve your quality of life with strategies to manage emotions and memories related to your military sexual trauma. Our services include:<p><ul><li>Counseling</li><li>Psychiatric care</li><li>Walk-in care</li></ul><p><a href="/node/24">Learn more about military sexual trauma</a>';'VA Maryland health care';'VA Maryland health care'
'Minority Veteran care at VA Maryland health care';'Minority Veteran care';'<H3>Care we provide at VA Maryland health care</H3><p>If you’re a minority Veteran, we can help you get the services and benefits you need. Our Minority Veterans Program serves all Veterans who are Black American, Asian American, Hispanic American, and Native American (including American Indians, Alaska Natives, Native Hawaiians, and Pacific Island Americans). We work to:<p><ul><li>Help the medical center address minority Veterans’ needs</li><li>Meet minority Veterans’ needs in the local community</li><li>Identify barriers and create a more accessible environment for minority Veterans</li><li>Inform minority Veterans of VA benefits, services, and programs</li></ul><p>Learn more and connect with a care coordinator';'VA Maryland health care';'VA Maryland health care'
'MOVE! weight management at VA Maryland health care';'MOVE! weight management';'<H3>Care we provide at VA Maryland health care</H3><p>MOVE! is a weight-management program designed to help you live a longer, healthier life. With the help of your MOVE! care team, you can eat a healthier diet, get more exercise, reduce your health risks, and improve your quality of life. The MOVE! program offers:<p><ul><li>Weight-loss support groups to help you lose weight and keep it off</li><li>Healthy eating tips and cooking classes</li><li>Behavioral change strategies to help you live a healthier lifestyle</li></ul><p><a href="https://www.move.va.gov/">Learn more about MOVE!</a>';'VA Maryland health care';'VA Maryland health care'
'My HealtheVet coordinator at VA Maryland health care';'My HealtheVet coordinator';'<H3>Care we provide at VA Maryland health care</H3><p>My HealtheVet is a web-based tool you can use to manage your care and improve your health from your computer or mobile device. You can access your personal health records and use tools to manage your care through our My HealtheVet online system. You can also use My HealtheVet to refill your prescriptions, track appointments, and read informative health articles. If you need help using My HealtheVet, you can contact our coordinator by phone or in person. With My HealtheVet, you can:<p><ul><li>Ask questions and exchange secure online messages with your VA health care team</li><li>Check your lab and test results</li><li>Refill your prescriptions, track delivery, and view a list of your medications</li><li>Keep track of your VA medical appointments and get email reminders</li><li>View, download, or print a copy of your VA medical records</li><li>Enter or update your personal information</li></ul><p><a href="https://www.myhealth.va.gov/mhv-portal-web/home">Learn more and register for My HealtheVet</a>';'VA Maryland health care';'VA Maryland health care'
'Neurology at VA Maryland health care';'Neurology';'<H3>Care we provide at VA Maryland health care</H3><p>We provide inpatient and outpatient services for chronic diseases and disorders that affect your brain, spine, and the nerves that connect them. Our neurologists read electroencephalogram (EEG) recordings, which measure the electrical impulses brain cells use to communicate with each other. We evaluate and treat many neurological illnesses and disorders such as:<p><ul><li>Neuropathy (nerve damage), myelopathy and other spinal cord injuries, and radiculopathy (pinched nerves)</li><li>Parkinson’s disease, epilepsy, and multiple sclerosis</li><li>Stroke, dementia, and degenerative diseases</li><li>Other neurological conditions</li></ul>';'VA Maryland health care';'VA Maryland health care'
'Nutrition, food, and dietary care at VA Maryland health care';'Nutrition, food, and dietary care';'<H3>Care we provide at VA Maryland health care</H3><p>Our registered dietitians can help you maintain or improve your health with good nutrition tailored to your needs. Through group, individual, and telehealth sessions, we provide nutrition education and counseling in areas such as:<p><ul><li>Cardiovascular and heart health</li><li>Chronic kidney disease</li><li>Diabetes (including gestational diabetes)</li><li>Eating disorders and digestive health</li><li>Pregnancy and postpartum nutrition</li><li>Weight management</li></ul>';'VA Maryland health care';'VA Maryland health care'
