Id ;Facility Name;VAMC System Health Service;Facility description of services;Owner
vha_549A4 - Homeless Veteran care;Sam Rayburn Memorial Veterans Center;Homeless Veteran care at VA North Texas health care;;VA North Texas health care
vha_549A4 - Laboratory and pathology;Sam Rayburn Memorial Veterans Center;Laboratory and pathology at VA North Texas health care;;VA North Texas health care
vha_549A4 - Mental health care;Sam Rayburn Memorial Veterans Center;Mental health care at VA North Texas health care;;VA North Texas health care
vha_549A4 - My HealtheVet coordinator;Sam Rayburn Memorial Veterans Center;My HealtheVet coordinator at VA North Texas health care;;VA North Texas health care
vha_549A4 - Pharmacy;Sam Rayburn Memorial Veterans Center;Pharmacy at VA North Texas health care;;VA North Texas health care
vha_549A4 - Primary care;Sam Rayburn Memorial Veterans Center;Primary care at VA North Texas health care;;VA North Texas health care
vha_549A4 - Social work;Sam Rayburn Memorial Veterans Center;Social work at VA North Texas health care;;VA North Texas health care
vha_549GE - Laboratory and pathology;Decatur VA Clinic;Laboratory and pathology at VA North Texas health care;;VA North Texas health care
vha_549GE - My HealtheVet coordinator;Decatur VA Clinic;My HealtheVet coordinator at VA North Texas health care;;VA North Texas health care
vha_549GE - Pharmacy;Decatur VA Clinic;Pharmacy at VA North Texas health care;;VA North Texas health care
vha_549GE - Primary care;Decatur VA Clinic;Primary care at VA North Texas health care;;VA North Texas health care
vha_549GD - Laboratory and pathology;Denton VA Clinic;Laboratory and pathology at VA North Texas health care;;VA North Texas health care
vha_549GD - My HealtheVet coordinator;Denton VA Clinic;My HealtheVet coordinator at VA North Texas health care;;VA North Texas health care
vha_549GD - Pharmacy;Denton VA Clinic;Pharmacy at VA North Texas health care;;VA North Texas health care
vha_549GD - Primary care;Denton VA Clinic;Primary care at VA North Texas health care;;VA North Texas health care
vha_549BY - Gastroenterology;Fort Worth VA Clinic;Gastroenterology at VA North Texas health care;;VA North Texas health care
vha_549BY - Laboratory and pathology;Fort Worth VA Clinic;Laboratory and pathology at VA North Texas health care;;VA North Texas health care
vha_549BY - My HealtheVet coordinator;Fort Worth VA Clinic;My HealtheVet coordinator at VA North Texas health care;;VA North Texas health care
vha_549BY - Pharmacy;Fort Worth VA Clinic;Pharmacy at VA North Texas health care;;VA North Texas health care
vha_549BY - Primary care;Fort Worth VA Clinic;Primary care at VA North Texas health care;;VA North Texas health care
vha_549GF - Laboratory and pathology;Granbury VA Clinic;Laboratory and pathology at VA North Texas health care;;VA North Texas health care
vha_549GF - My HealtheVet coordinator;Granbury VA Clinic;My HealtheVet coordinator at VA North Texas health care;;VA North Texas health care
vha_549GF - Pharmacy;Granbury VA Clinic;Pharmacy at VA North Texas health care;;VA North Texas health care
vha_549GF - Primary care;Granbury VA Clinic;Primary care at VA North Texas health care;;VA North Texas health care
vha_549GM - Cardiology;Grand Prairie VA Clinic;Cardiology at VA North Texas health care;;VA North Texas health care
vha_549GM - Laboratory and pathology;Grand Prairie VA Clinic;Laboratory and pathology at VA North Texas health care;;VA North Texas health care
vha_549GM - Mental health care;Grand Prairie VA Clinic;Mental health care at VA North Texas health care;;VA North Texas health care
vha_549GM - My HealtheVet coordinator;Grand Prairie VA Clinic;My HealtheVet coordinator at VA North Texas health care;;VA North Texas health care
vha_549GM - Primary care;Grand Prairie VA Clinic;Primary care at VA North Texas health care;;VA North Texas health care
vha_549GH - Primary care;Greenville VA Clinic;Primary care at VA North Texas health care;;VA North Texas health care
vha_549GH - Laboratory and pathology;Greenville VA Clinic;Laboratory and pathology at VA North Texas health care;;VA North Texas health care
vha_549GH - My HealtheVet coordinator;Greenville VA Clinic;My HealtheVet coordinator at VA North Texas health care;;VA North Texas health care
vha_549GH - Pharmacy;Greenville VA Clinic;Pharmacy at VA North Texas health care;;VA North Texas health care
vha_549GL - Laboratory and pathology;Plano VA Clinic;Laboratory and pathology at VA North Texas health care;;VA North Texas health care
vha_549GL - Mental health care;Plano VA Clinic;Mental health care at VA North Texas health care;;VA North Texas health care
vha_549GL - My HealtheVet coordinator;Plano VA Clinic;My HealtheVet coordinator at VA North Texas health care;;VA North Texas health care
vha_549GL - Primary care;Plano VA Clinic;Primary care at VA North Texas health care;;VA North Texas health care
vha_549GL - Telehealth;Plano VA Clinic;Telehealth at VA North Texas health care;;VA North Texas health care
vha_549GL - Radiology;Plano VA Clinic;Radiology at VA North Texas health care;;VA North Texas health care
vha_549GK - Cardiology;Polk Street VA Clinic;Cardiology at VA North Texas health care;;VA North Texas health care
vha_549GK - Laboratory and pathology;Polk Street VA Clinic;Laboratory and pathology at VA North Texas health care;;VA North Texas health care
vha_549GK - My HealtheVet coordinator;Polk Street VA Clinic;My HealtheVet coordinator at VA North Texas health care;;VA North Texas health care
vha_549GK - Pharmacy;Polk Street VA Clinic;Pharmacy at VA North Texas health care;;VA North Texas health care
vha_549GK - Primary care;Polk Street VA Clinic;Primary care at VA North Texas health care;;VA North Texas health care
vha_549GJ - Laboratory and pathology;Sherman VA Clinic;Laboratory and pathology at VA North Texas health care;;VA North Texas health care
vha_549GJ - My HealtheVet coordinator;Sherman VA Clinic;My HealtheVet coordinator at VA North Texas health care;;VA North Texas health care
vha_549GJ - Pharmacy;Sherman VA Clinic;Pharmacy at VA North Texas health care;;VA North Texas health care
vha_549GJ - Primary care;Sherman VA Clinic;Primary care at VA North Texas health care;;VA North Texas health care
vha_549HK - Primary care;North Texas VA Mobile Clinic;Primary care at VA North Texas health care;;VA North Texas health care
vha_549QB - Primary care;East Lancaster VA Clinic;Primary care at VA North Texas health care;;VA North Texas health care
vha_549QC - Audiology and speech;Tyler Broadway VA Clinic;Audiology and speech at VA North Texas health care;;VA North Texas health care
vha_549QC - Laboratory and pathology;Tyler Broadway VA Clinic;Laboratory and pathology at VA North Texas health care;;VA North Texas health care
vha_549QC - Mental Health Care;Tyler Broadway VA Clinic;Mental Health Care at VA North Texas health care;;VA North Texas health care
vha_549QC - My HealtheVet coordinator;Tyler Broadway VA Clinic;My HealtheVet coordinator at VA North Texas health care;;VA North Texas health care
vha_549QC - Optometry;Tyler Broadway VA Clinic;Optometry at VA North Texas health care;;VA North Texas health care
vha_549QC - Pharmacy;Tyler Broadway VA Clinic;Pharmacy at VA North Texas health care;;VA North Texas health care
vha_549QC - Primary care;Tyler Broadway VA Clinic;Primary care at VA North Texas health care;;VA North Texas health care
vha_549QC - Social work;Tyler Broadway VA Clinic;Social work at VA North Texas health care;;VA North Texas health care
vha_549QC - Telehealth;Tyler Broadway VA Clinic;Telehealth at VA North Texas health care;;VA North Texas health care
vha_549QC - Women Veteran care;Tyler Broadway VA Clinic;Women Veteran care at VA North Texas health care;;VA North Texas health care
vha_549QA - Primary care;Dallas VA Clinic;Primary care at VA North Texas health care;;VA North Texas health care
vha_671 - Allergy, asthma and immunology;'Audie L. Murphy Memorial Veterans'' Hospital';Allergy, asthma and immunology at VA South Texas health care;;VA South Texas health care
vha_671 - Audiology and speech;'Audie L. Murphy Memorial Veterans'' Hospital';Audiology and speech at VA South Texas health care;;VA South Texas health care
vha_671 - Cancer care;'Audie L. Murphy Memorial Veterans'' Hospital';Cancer care at VA South Texas health care;;VA South Texas health care
vha_671 - Cardiology;'Audie L. Murphy Memorial Veterans'' Hospital';Cardiology at VA South Texas health care;;VA South Texas health care
vha_671 - Caregiver support;'Audie L. Murphy Memorial Veterans'' Hospital';Caregiver support at VA South Texas health care;;VA South Texas health care
vha_671 - Critical care;'Audie L. Murphy Memorial Veterans'' Hospital';Critical care at VA South Texas health care;;VA South Texas health care
vha_671 - Dental/oral surgery;'Audie L. Murphy Memorial Veterans'' Hospital';Dental/oral surgery at VA South Texas health care;;VA South Texas health care
vha_671 - Dermatology;'Audie L. Murphy Memorial Veterans'' Hospital';Dermatology at VA South Texas health care;;VA South Texas health care
vha_671 - Endocrinology;'Audie L. Murphy Memorial Veterans'' Hospital';Endocrinology at VA South Texas health care;;VA South Texas health care
vha_671 - Extended care and rehabilitation;'Audie L. Murphy Memorial Veterans'' Hospital';Extended care and rehabilitation at VA South Texas health care;;VA South Texas health care
vha_671 - Gastroenterology;'Audie L. Murphy Memorial Veterans'' Hospital';Gastroenterology at VA South Texas health care;;VA South Texas health care
vha_671 - Geriatrics;'Audie L. Murphy Memorial Veterans'' Hospital';Geriatrics at VA South Texas health care;;VA South Texas health care
vha_671 - Hematology/oncology;'Audie L. Murphy Memorial Veterans'' Hospital';Hematology/oncology at VA South Texas health care;;VA South Texas health care
vha_671 - Homeless Veteran care;'Audie L. Murphy Memorial Veterans'' Hospital';Homeless Veteran care at VA South Texas health care;;VA South Texas health care
vha_671 - Infectious disease;'Audie L. Murphy Memorial Veterans'' Hospital';Infectious disease at VA South Texas health care;;VA South Texas health care
vha_671 - LGBT Veteran care;'Audie L. Murphy Memorial Veterans'' Hospital';LGBT Veteran care at VA South Texas health care;;VA South Texas health care
vha_671 - Blind and low vision rehabilitation;'Audie L. Murphy Memorial Veterans'' Hospital';Blind and low vision rehabilitation at VA South Texas health care;;VA South Texas health care
vha_671 - Mental health care;'Audie L. Murphy Memorial Veterans'' Hospital';Mental health care at VA South Texas health care;;VA South Texas health care
vha_671 - Military sexual trauma care;'Audie L. Murphy Memorial Veterans'' Hospital';Military sexual trauma care at VA South Texas health care;;VA South Texas health care
vha_671 - Minority Veteran care;'Audie L. Murphy Memorial Veterans'' Hospital';Minority Veteran care at VA South Texas health care;;VA South Texas health care
vha_671 - MOVE! weight management;'Audie L. Murphy Memorial Veterans'' Hospital';MOVE! weight management at VA South Texas health care;;VA South Texas health care
vha_671 - Nephrology;'Audie L. Murphy Memorial Veterans'' Hospital';Nephrology at VA South Texas health care;;VA South Texas health care
vha_671 - Neurology;'Audie L. Murphy Memorial Veterans'' Hospital';Neurology at VA South Texas health care;;VA South Texas health care
vha_671 - Palliative and hospice care;'Audie L. Murphy Memorial Veterans'' Hospital';Palliative and hospice care at VA South Texas health care;;VA South Texas health care
vha_671 - Patient advocates;'Audie L. Murphy Memorial Veterans'' Hospital';Patient advocates at VA South Texas health care;;VA South Texas health care
vha_671 - Pharmacy;'Audie L. Murphy Memorial Veterans'' Hospital';Pharmacy at VA South Texas health care;;VA South Texas health care
vha_671 - Physical medicine and rehabilitation;'Audie L. Murphy Memorial Veterans'' Hospital';Physical medicine and rehabilitation at VA South Texas health care;;VA South Texas health care
vha_671 - Polytrauma and traumatic brain injury;'Audie L. Murphy Memorial Veterans'' Hospital';Polytrauma and traumatic brain injury at VA South Texas health care;;VA South Texas health care
