'ID';'Facility Name';'VACM System Health Service';'Facility description of services';'Owner'
'vha_512GC ';'Glen Burnie VA Clinic';'Cardiology at VA Maryland health care';;'VA Maryland health care'
'vha_512GC ';'Glen Burnie VA Clinic';'Diabetic care at VA Maryland health care';;'VA Maryland health care'
'vha_512GC ';'Glen Burnie VA Clinic';'Laboratory and pathology at VA Maryland health care';;'VA Maryland health care'
'vha_512GC ';'Glen Burnie VA Clinic';'Mental health care at VA Maryland health care';;'VA Maryland health care'
'vha_512GC ';'Glen Burnie VA Clinic';'MOVE! weight management at VA Maryland health care';;'VA Maryland health care'
'vha_512GC ';'Glen Burnie VA Clinic';'Nutrition, food, and dietary care at VA Maryland health care';;'VA Maryland health care'
'vha_512GC ';'Glen Burnie VA Clinic';'Optometry at VA Maryland health care';;'VA Maryland health care'
'vha_512GC ';'Glen Burnie VA Clinic';'Podiatry at VA Maryland health care';;'VA Maryland health care'
'vha_512GC ';'Glen Burnie VA Clinic';'Primary care at VA Maryland health care';;'VA Maryland health care'
'vha_512GC ';'Glen Burnie VA Clinic';'Pulmonary medicine at VA Maryland health care';;'VA Maryland health care'
'vha_512GC ';'Glen Burnie VA Clinic';'Rehabilitation and prosthetics at VA Maryland health care';;'VA Maryland health care'
'vha_512GC ';'Glen Burnie VA Clinic';'Social work at VA Maryland health care';;'VA Maryland health care'
'vha_512GC ';'Glen Burnie VA Clinic';'Women Veteran care at VA Maryland health care';;'VA Maryland health care'
'vha_512GD ';'Loch Raven VA Medical Center';'Audiology and speech at VA Maryland health care';;'VA Maryland health care'
'vha_512GD ';'Loch Raven VA Medical Center';'Dermatology at VA Maryland health care';;'VA Maryland health care'
'vha_512GD ';'Loch Raven VA Medical Center';'Extended care and rehabilitation at VA Maryland health care';;'VA Maryland health care'
'vha_512GD ';'Loch Raven VA Medical Center';'Mental health care at VA Maryland health care';;'VA Maryland health care'
'vha_512GD ';'Loch Raven VA Medical Center';'Neurology at VA Maryland health care';;'VA Maryland health care'
'vha_512GD ';'Loch Raven VA Medical Center';'Optometry at VA Maryland health care';;'VA Maryland health care'
'vha_512GD ';'Loch Raven VA Medical Center';'Palliative and hospice care at VA Maryland health care';;'VA Maryland health care'
'vha_512GD ';'Loch Raven VA Medical Center';'Physical medicine and rehabilitation at VA Maryland health care';;'VA Maryland health care'
'vha_512GD ';'Loch Raven VA Medical Center';'Physical therapy, occupational therapy and kinesiotherapy at VA Maryland health care';;'VA Maryland health care'
'vha_512GD ';'Loch Raven VA Medical Center';'Podiatry at VA Maryland health care';;'VA Maryland health care'
'vha_512GD ';'Loch Raven VA Medical Center';'Primary care at VA Maryland health care';;'VA Maryland health care'
'vha_512GD ';'Loch Raven VA Medical Center';'Radiology at VA Maryland health care';;'VA Maryland health care'
'vha_512GD ';'Loch Raven VA Medical Center';'Recreation and creative arts therapy at VA Maryland health care';;'VA Maryland health care'
'vha_512GD ';'Loch Raven VA Medical Center';'Women Veteran care at VA Maryland health care';;'VA Maryland health care'
'vha_512GE ';'Pocomoke City VA Clinic';'Cardiology at VA Maryland health care';;'VA Maryland health care'
'vha_512GE ';'Pocomoke City VA Clinic';'Mental health care at VA Washington DC health care';;'VA Maryland health care'
'vha_512GE ';'Pocomoke City VA Clinic';'Primary care at VA Washington DC health care';;'VA Maryland health care'
'vha_512GF ';'Eastern Baltimore County VA Clinic';'Cardiology at VA Maryland health care';;'VA Maryland health care'
'vha_512GF ';'Eastern Baltimore County VA Clinic';'Mental health care at VA Maryland health care';;'VA Maryland health care'
'vha_512GF ';'Eastern Baltimore County VA Clinic';'Primary care at VA Maryland health care';;'VA Maryland health care'
'vha_512GF ';'Eastern Baltimore County VA Clinic';'Rehabilitation and prosthetics at VA Maryland health care';;'VA Maryland health care'
'vha_512GF ';'Eastern Baltimore County VA Clinic';'Social work at VA Maryland health care';;'VA Maryland health care'
'vha_512GF ';'Eastern Baltimore County VA Clinic';'Telehealth at VA Maryland health care';;'VA Maryland health care'
'vha_512GF ';'Eastern Baltimore County VA Clinic';'Women Veteran care at VA Maryland health care';;'VA Maryland health care'
'vha_512GG ';'Fort Meade VA Clinic';'Audiology and speech at VA Maryland health care';;'VA Maryland health care'
'vha_512GG ';'Fort Meade VA Clinic';'Optometry at VA Maryland health care';;'VA Maryland health care'
'vha_512GG ';'Fort Meade VA Clinic';'Primary care at VA Maryland health care';;'VA Maryland health care'
'vha_512GG ';'Fort Meade VA Clinic';'Registry exams at VA Maryland health care';;'VA Maryland health care'
'vha_512GG ';'Fort Meade VA Clinic';'Returning service member care at VA Maryland health care';;'VA Maryland health care'
'vha_512GG ';'Fort Meade VA Clinic';'Social work at VA Maryland health care';;'VA Maryland health care'
'vha_512GG ';'Fort Meade VA Clinic';'Telehealth at VA Maryland health care';;'VA Maryland health care'
'vha_512GG ';'Fort Meade VA Clinic';'Women Veteran care at VA Maryland health care';;'VA Maryland health care'
'vha_512QA ';'Baltimore VA Clinic';'Mental health care at VA Washington DC health care';;'VA Maryland health care'
'vha_517 ';'Beckley VA Medical Center';'Cardiology at VA Beckley health care';;'VA Beckley health care'
'vha_517 ';'Beckley VA Medical Center';'Caregiver support at VA Beckley health care';;'VA Beckley health care'
'vha_517 ';'Beckley VA Medical Center';'Extended care and rehabilitation at VA Beckley health care';;'VA Beckley health care'
'vha_517 ';'Beckley VA Medical Center';'Gastroenterology at VA Beckley health care';;'VA Beckley health care'
'vha_517 ';'Beckley VA Medical Center';'Homeless Veteran care at VA Beckley health care';;'VA Beckley health care'
'vha_517 ';'Beckley VA Medical Center';'LGBTQ+ Veteran care at VA Beckley health care';;'VA Beckley health care'
'vha_517 ';'Beckley VA Medical Center';'Mental health care at VA Beckley health care';;'VA Beckley health care'
'vha_517 ';'Beckley VA Medical Center';'Minority Veteran care at VA Beckley health care';;'VA Beckley health care'
'vha_517 ';'Beckley VA Medical Center';'Optometry at VA Beckley health care';;'VA Beckley health care'
'vha_517 ';'Beckley VA Medical Center';'Orthopedics at VA Beckley health care';;'VA Beckley health care'
'vha_517 ';'Beckley VA Medical Center';'Otolaryngology at VA Beckley health care';;'VA Beckley health care'
'vha_517 ';'Beckley VA Medical Center';'Patient advocates at VA Beckley health care';;'VA Beckley health care'
'vha_517 ';'Beckley VA Medical Center';'Pharmacy at VA Beckley health care';;'VA Beckley health care'
'vha_517 ';'Beckley VA Medical Center';'Podiatry at VA Beckley health care';;'VA Beckley health care'
'vha_517 ';'Beckley VA Medical Center';'Primary care at VA Beckley health care';;'VA Beckley health care'
'vha_517 ';'Beckley VA Medical Center';'Psychiatry at VA Beckley health care';;'VA Beckley health care'
'vha_517 ';'Beckley VA Medical Center';'PTSD care at VA Beckley health care';;'VA Beckley health care'
'vha_517 ';'Beckley VA Medical Center';'Pulmonary medicine at VA Beckley health care';;'VA Beckley health care'
'vha_517 ';'Beckley VA Medical Center';'Returning service member care at VA Beckley health care';;'VA Beckley health care'
'vha_517 ';'Beckley VA Medical Center';'Social work at VA Beckley health care';;'VA Beckley health care'
'vha_517 ';'Beckley VA Medical Center';'Spinal cord injury and disorders at VA Beckley health care';;'VA Beckley health care'
'vha_517 ';'Beckley VA Medical Center';'Suicide prevention at VA Beckley health care';;'VA Beckley health care'
'vha_517 ';'Beckley VA Medical Center';'Surgery at VA Beckley health care';;'VA Beckley health care'
'vha_517 ';'Beckley VA Medical Center';'Urology at VA Beckley health care';;'VA Beckley health care'
'vha_517 ';'Beckley VA Medical Center';'Whole health at VA Beckley health care';;'VA Beckley health care'
'vha_517 ';'Beckley VA Medical Center';'Women Veteran care at VA Beckley health care';;'VA Beckley health care'
'vha_517GB ';'Greenbrier County VA Clinic';'Primary care at VA Beckley health care';;'VA Beckley health care'
'vha_517HK ';'Beckley VA Mobile Clinic';'Primary care at VA Beckley health care';;'VA Beckley health care'
'vha_517QA ';'Princeton VA Clinic';'Primary care at VA Beckley health care';;'VA Beckley health care'
'vha_518 ';'Edith Nourse Rogers Memorial Veterans'' Hospital';'Addiction and substance abuse care at VA Bedford health care';;'VA Bedford health care'
'vha_518 ';'Edith Nourse Rogers Memorial Veterans'' Hospital';'Blind and low vision rehabilitation at VA Bedford health care';;'VA Bedford health care'
'vha_518 ';'Edith Nourse Rogers Memorial Veterans'' Hospital';'Caregiver support at VA Bedford health care';;'VA Bedford health care'
'vha_518 ';'Edith Nourse Rogers Memorial Veterans'' Hospital';'Extended care and rehabilitation at VA Bedford health care';;'VA Bedford health care'
'vha_518 ';'Edith Nourse Rogers Memorial Veterans'' Hospital';'Geriatrics at VA Bedford health care';;'VA Bedford health care'
'vha_518 ';'Edith Nourse Rogers Memorial Veterans'' Hospital';'Homeless Veteran care at VA Bedford health care';;'VA Bedford health care'
'vha_518 ';'Edith Nourse Rogers Memorial Veterans'' Hospital';'Intimate partner violence support at VA Bedford health care';;'VA Bedford health care'
'vha_518 ';'Edith Nourse Rogers Memorial Veterans'' Hospital';'LGBTQ+ Veteran care at VA Bedford health care';;'VA Bedford health care'
'vha_518 ';'Edith Nourse Rogers Memorial Veterans'' Hospital';'Mental health care at VA Bedford health care';;'VA Bedford health care'
'vha_518 ';'Edith Nourse Rogers Memorial Veterans'' Hospital';'Military sexual trauma care at VA Bedford health care';;'VA Bedford health care'
'vha_518 ';'Edith Nourse Rogers Memorial Veterans'' Hospital';'Minority Veteran care at VA Bedford health care';;'VA Bedford health care'
'vha_518 ';'Edith Nourse Rogers Memorial Veterans'' Hospital';'MOVE! weight management at VA Bedford health care';;'VA Bedford health care'
'vha_518 ';'Edith Nourse Rogers Memorial Veterans'' Hospital';'Palliative and hospice care at VA Bedford health care';;'VA Bedford health care'
'vha_518 ';'Edith Nourse Rogers Memorial Veterans'' Hospital';'Patient advocates at VA Bedford health care';;'VA Bedford health care'
'vha_518 ';'Edith Nourse Rogers Memorial Veterans'' Hospital';'Pharmacy at VA Bedford health care';;'VA Bedford health care'
'vha_518 ';'Edith Nourse Rogers Memorial Veterans'' Hospital';'Physical therapy, occupational therapy and kinesiotherapy at VA Bedford health care';;'VA Bedford health care'
'vha_518 ';'Edith Nourse Rogers Memorial Veterans'' Hospital';'Primary care at VA Bedford health care';;'VA Bedford health care'
'vha_518 ';'Edith Nourse Rogers Memorial Veterans'' Hospital';'Psychology at VA Bedford health care';;'VA Bedford health care'
'vha_518 ';'Edith Nourse Rogers Memorial Veterans'' Hospital';'Recreation and creative arts therapy at VA Bedford health care';;'VA Bedford health care'
'vha_518 ';'Edith Nourse Rogers Memorial Veterans'' Hospital';'Registry exams at VA Bedford health care';;'VA Bedford health care'
'vha_518 ';'Edith Nourse Rogers Memorial Veterans'' Hospital';'Returning service member care at VA Bedford health care';;'VA Bedford health care'
'vha_518 ';'Edith Nourse Rogers Memorial Veterans'' Hospital';'Smoking and tobacco cessation at VA Bedford health care';;'VA Bedford health care'
'vha_518 ';'Edith Nourse Rogers Memorial Veterans'' Hospital';'Social work at VA Bedford health care';;'VA Bedford health care'
'vha_518 ';'Edith Nourse Rogers Memorial Veterans'' Hospital';'Suicide prevention at VA Bedford health care';;'VA Bedford health care'
'vha_518 ';'Edith Nourse Rogers Memorial Veterans'' Hospital';'Telehealth at VA Bedford health care';;'VA Bedford health care'
'vha_518 ';'Edith Nourse Rogers Memorial Veterans'' Hospital';'Vocational rehabilitation and employment programs at VA Bedford health care';;'VA Bedford health care'
'vha_518 ';'Edith Nourse Rogers Memorial Veterans'' Hospital';'Women Veteran care at VA Bedford health care';;'VA Bedford health care'
'vha_518GA ';'Lynn VA Clinic';'Laboratory and pathology at VA Bedford health care';;'VA Bedford health care'
'vha_518GA ';'Lynn VA Clinic';'Mental health care at VA Bedford health care';;'VA Bedford health care'
'vha_518GA ';'Lynn VA Clinic';'Primary care at VA Bedford health care';;'VA Bedford health care'
'vha_518GB ';'Haverhill VA Clinic';'Laboratory and pathology at VA Bedford health care';;'VA Bedford health care'
'vha_518GB ';'Haverhill VA Clinic';'Mental health care at VA Bedford health care';;'VA Bedford health care'
'vha_518GB ';'Haverhill VA Clinic';'Primary care at VA Bedford health care';;'VA Bedford health care'
'vha_518GE ';'Gloucester VA Clinic';'Laboratory and pathology at VA Bedford health care';;'VA Bedford health care'
'vha_518GE ';'Gloucester VA Clinic';'Mental health care at VA Bedford health care';;'VA Bedford health care'
'vha_518GE ';'Gloucester VA Clinic';'Primary care at VA Bedford health care';;'VA Bedford health care'
'vha_523 ';'Jamaica Plain VA Medical Center';'Addiction and substance abuse care at VA Boston health care';;'VA Boston health care'
